,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
10,600030.SH,20170323,20170323,20161231,4,1,10981140078.32,,,,,,,,,,,36886438426.08,,1517000000.0,,12011801551.73,60938577841.13,,11288806092.28,7811500535.14,,,,8358441228.04,,26321285673.97,110330869029.86,-49392291188.73,22767096.99,10658186049.31,201198152.32,,,10882151298.62,597263826.06,346470711.22,,761694.75,,944496232.03,9937655066.59,4431532199.78,83556014476.07,,89765554184.05,,86887049972.4,10832718172.04,161823945.37,44323593.09,97764091737.53,-7998537553.48,1335654281.34,-46117519394.28,209224652677.1,163107133282.82,1778007508.2,25207151.41,,1935389968.87,415705605.93,374637790.68,101620045.04,,,227571.96,,1413026237.44,-7129218299.11,600065587.28,-803470431.79,-1303834167.2,-19771037180.28,-27750622596.35,,-49392291188.73,,,,163107133282.82,209224652677.1,,,-46117519394.28
11,600030.SH,20161029,20161029,20160930,4,1,,,,,,,,,,,,26655036605.28,,-10482969033.3,-41585681944.15,17934372338.67,19381597373.37,,9495957605.37,5951173902.19,,,,6115223323.47,,26532093650.38,75521461591.4,-56139864218.03,3285294.79,873605026.92,20245579.54,,,6703430310.27,286941462.03,33850902.93,,90321.41,,320882686.37,6382547623.9,31131932.17,41120272663.13,,43384309476.76,,42860137850.85,10080712226.32,171228189.14,554479666.39,53495329743.56,-10111020266.8,631850187.84,-59236486673.09,209224652677.1,149988166004.01,2232904881.46,48036940.12,,,,,,,,,,,,,,,,,,,,,,,,,,
12,600030.SH,20160825,20160825,20160630,4,1,5494348582.25,,,,,,,,,,,18197294642.33,,,,7193964281.0,55275508438.0,,6831610271.29,4515241064.06,,,,4573377305.84,,13919437564.08,96838689572.49,-41563181134.49,2467010.12,661233380.34,18052572.39,,,681752962.85,177907498.73,3491570828.71,,87886.3,,3669566213.74,-2987813250.89,12600000.0,23486765461.92,,26007199640.72,,15954410630.36,2721088317.47,125610432.82,13716590.4,18689215538.23,7317984102.49,437592779.16,-36795417503.73,209224652677.1,172429235173.37,2507834178.8,2507674833.8,,790835015.59,184662252.59,184876195.46,43898712.48,,,-55699.29,,1276968987.43,-3310825948.47,663629179.76,-843774968.96,-219459300.57,17050906172.89,-50578910108.15,,-41563181134.49,,,,172429235173.37,209224652677.1,,,-36795417503.73
13,600030.SH,20160430,20160430,20160331,4,1,,,,,,,,,,,,9207362420.18,,-16000000000.0,-3137051827.48,5221766338.23,-8311950371.57,,2312537792.05,2280546189.85,,,,2684735442.9,,11613392846.79,6188871152.18,-14500821523.75,1844872.54,1663076580.78,8017510.02,,,1672938963.34,65838599.42,2026412611.23,,,,13687610764.64,-12014671801.3,,3863419137.74,,4601996436.41,,8431004258.5,1248657236.7,,6764.0,9679668259.2,-5077671822.79,-155546602.46,-31748711750.3,209224652677.1,177475940926.8,738577298.67,38184995.16,,,,,,,,,,,,,,,,,,,,,,,,,,
14,600030.SH,20160324,20160324,20151231,4,1,20360343966.72,,,,,,,,,,,49084584077.05,,6282000000.0,8875873829.26,28501466160.21,142751775098.05,,10042481764.42,9363714105.38,,,,12927144933.87,,19223840712.15,56505548277.51,86246226820.54,8770646.6,4130873385.23,511019507.7,,,4650663539.53,4287587265.64,37819341559.88,,178203170.65,,42560919166.31,-37910255626.78,2649528292.27,124348404149.44,,148470129963.06,,107262315707.03,7970266878.91,265654719.94,5928390482.67,121160973068.61,27309156894.45,1170325593.17,76815453681.38,132409198995.72,209224652677.1,21472197521.35,35283411.56,,2481231038.96,287699265.5,314203068.74,83199767.02,,,6839594.46,,-1354760180.55,-7373676235.67,-527535767.23,-547103117.51,-898020241.1,-552389517.3,87361699718.43,16102872.8,86246226820.54,,,,209224652677.1,132409198995.72,,,76815453681.38
15,600030.SH,20151030,20151030,20150930,4,1,,,,,,,,,,,,37778275754.07,,-9291000000.0,17077270018.55,24723402530.75,143696699506.1,,8308283702.33,7243690664.78,,,,9430696952.77,,37692991798.37,50334451284.46,93362248221.64,5135577.7,1399315569.79,310829812.92,,,1715280960.41,1565757878.78,2691685409.17,,16212610.63,,18320854628.62,-16605573668.21,5196448828.07,111006815769.01,,137255016275.5,,84728300720.85,7242688808.56,153558430.13,6781615238.19,98752604767.6,38502411507.9,833692148.82,116092778210.15,132409198995.72,248501977205.87,21051751678.42,349642087.26,,,,,,,,,,,,,,,,,,,,,,,,,,
16,600030.SH,20150825,20150825,20150630,4,1,12742302622.86,,,,,,,,,,,25266402801.22,,,47703806411.41,24585604104.84,247189957367.02,,5783443141.6,3701880219.63,,,,6015106683.39,,9552065689.13,111326682525.73,135863274841.29,3463971.46,1448802891.93,157350432.77,,,1609617296.16,288094636.62,2024007252.49,,9714012.78,,2466490877.49,-856873581.33,3410518016.52,93679169664.67,,118597887793.45,,55527994387.0,3120069476.07,373997804.41,6020620493.21,64668684356.28,53929203437.17,-78403972.6,188857200724.53,132409198995.72,321266399720.25,21508200112.26,17972114.87,,155043177.52,136258928.8,142099888.34,40819761.88,,,-254352.15,,-3763688832.13,-5432014020.41,555885222.75,-169935165.34,,-61444302400.45,224779582981.2,,135863274841.29,,,,321266399720.25,132409198995.72,,,188857200724.53
17,600030.SH,20150430,20150430,20150331,4,1,,,,,,,,,,,,9682979094.26,,-5075000000.0,6110905798.61,7517472988.3,45755284256.76,,1964833109.45,1828946192.18,,,,2517682948.13,,10678061220.55,25894597065.02,19860687191.74,1283518.49,89364567.74,15346057.01,,,105994143.24,79957305.33,117920811.27,,,,2097561432.62,-1991567289.38,4192689117.21,26148053334.95,,33266811785.07,,16307000000.0,528975395.0,,31782806.72,16867758201.72,16399053583.35,8770050.65,34276943536.36,132409198995.72,166686142532.08,2926069332.91,8316656.16,,,,,,,,,,,,,,,,,,,,,,,,,,
18,600030.SH,20150324,20150324,20141231,4,1,11861499220.93,,,,,,,,,,,25227412090.56,,7041000000.0,48439287602.45,15221493019.77,149457451629.67,,7060654175.55,4133434446.94,,,,5776660615.38,,15963975814.75,119025503320.24,30431948309.43,125162426.53,760894469.24,157300371.87,,,1043357267.64,604263507.64,477011917.53,61896402.42,,,1019379022.75,23978244.89,9816961357.57,70921947570.66,,89545964780.44,,49060380000.0,4185095908.6,126736879.16,27658049.94,53273133958.54,36272830821.9,-113791247.02,66614966129.2,65794232866.52,132409198995.72,8807055852.21,70358266.44,,599974864.51,380171032.29,269187983.38,86487596.47,,,-2179982123.84,,-522481206.73,-5648830743.91,-1548459398.21,1380318738.12,-30381.28,-76432704581.03,148856906453.61,-6885806.21,30431948309.43,,,,132409198995.72,65794232866.52,,,66614966129.2
19,600030.SH,20141031,20141031,20140930,4,1,,,,,,,,,,,,15757123252.52,,9589000000.0,26239477270.6,6316296328.93,81077215270.49,,5754514360.05,3270933882.12,,,,3970426258.14,,5435813467.6,67778240036.78,13298975233.71,2778737.07,6408001544.71,168261581.4,,,6579041863.18,205452565.02,639687663.12,,22770168.09,,926338007.8,5652703855.38,8513256173.84,41961894475.97,,50506946066.86,,38999525000.0,3648355953.32,100870915.8,1783035.0,42649663988.32,7857282078.54,38817822.84,26847778990.47,65794232866.52,92642011856.99,31795417.05,31795417.05,,,,,,,,,,,,,,,,,,,,,,,,,,
20,600030.SH,20140829,20140829,20140630,4,1,4333510432.41,,,,,,,,,,,9734412324.23,,3300000000.0,22140754498.19,3786476928.8,49127724057.01,,4229795824.46,2370064364.01,,,,2430723132.49,,5247989224.39,48930033549.09,197690507.92,27485081.18,5654966476.84,119108137.99,,,-3604507494.02,120759861.77,1182152011.38,,,,1302911873.15,-4907419367.17,7729383317.48,31965479038.44,,39717188459.62,,26249528000.0,1465970665.4,123627443.44,1785937.5,27717284602.9,11999903856.72,99413168.11,7389588165.58,65794232866.52,73183821032.1,22326103.7,22326103.7,,279617283.25,207491365.08,134016855.06,43550130.44,,,-2178252924.6,,-681516415.11,-1360371535.35,-45728677.58,123004506.57,,-23062269187.31,52676038685.05,,197690507.92,,,,73183821032.1,65794232866.52,,,7389588165.58
21,600030.SH,20140430,20140430,20140331,4,1,,,,,,,,,,,,4820617275.46,,6900000000.0,18509534720.96,3328651685.96,44450618095.69,,1906200029.91,1126169726.43,,,,1194425040.97,,10305557806.35,41259390686.32,3191227409.37,380964.63,473437892.04,131283022.79,,,605101879.46,28675961.02,771629348.23,,,,7213281571.09,-6608179691.63,6779955908.33,1989954572.4,,8776227387.28,,47688418.41,238843474.94,6146137.5,1784362.5,288316255.85,8487911131.43,158005649.7,5228964498.87,65794232866.52,71023197365.39,6316906.55,6316906.55,,,,,,,,,,,,,,,,,,,,,,,,,,
22,600030.SH,20140328,20140328,20131231,4,1,5308046875.48,,,,,,,,,,,13962474663.51,,1810000000.0,12478240734.46,2552294653.24,34728045850.06,,4860289138.46,1831935181.99,,,,2959668934.32,,3849395288.65,53337615194.01,-18609569343.95,2458164.93,4518536638.57,3763599622.53,,,8284594426.03,332968219.45,3061377296.36,119764460.76,,,3514109976.57,4770484449.46,1162000000.0,23761170975.18,,25278176699.45,,888763054.36,4018382919.58,12445075.92,73174624.5,4980320598.44,20297856101.01,-351822372.92,6106948833.6,59687284032.92,65794232866.52,355005724.27,355005724.27,,352784351.81,343606483.18,135646217.57,94954497.58,,,-1552303.71,,565374027.84,-3096210782.41,-26978350.12,-273078669.42,,-23766559307.41,32103206818.26,,-18609569343.95,,,,65794232866.52,59687284032.92,,,6106948833.6
23,600030.SH,20131031,20131031,20130930,4,1,,,,,,,,,,,-21759666359.97,7630926090.23,,4680000000.0,12933810506.55,1925067017.64,7792623182.63,,3487066105.37,1170544969.38,,,,1716038885.84,,23205024674.1,29578674634.69,-21786051452.06,893571537.76,7741273059.71,508534814.78,,,9143379412.25,163039381.85,3409578458.73,,16732517.73,,3589350358.31,5554029053.94,,21551240666.09,3893067935.45,25464461151.54,,100000000.0,3795546764.25,36621385.99,,3895546764.25,21568914387.29,-302344695.25,5034547293.92,59687284032.92,64721831326.84,20152550.0,20152550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,600030.SH,20130830,20130830,20130630,4,1,2110928490.36,397188883.84,,,,,,,,,,4713054069.54,,2680000000.0,-883609630.1,1559952675.11,10605872982.85,,2603943485.59,785811486.87,,,,1058502846.53,,17585058878.41,29219813329.57,-18613940346.72,1281578.07,870329030.13,245684377.88,,,6654693489.97,80567364.98,1498695517.55,,,,1579262882.53,5075430607.44,,20872890401.67,189408096.7,21082451048.37,,100000000.0,341114487.1,,4808159.98,445922647.08,20636528401.29,-186231222.19,6911787439.82,59687284032.92,66599071472.74,20152550.0,20152550.0,,196690310.13,149767845.95,23425818.77,48646108.25,,,-59571.05,,346352697.39,-929455022.58,306001773.84,-216270080.42,,-30409632789.04,9362475187.84,,-18613940346.72,,,,66599071472.74,59687284032.92,,,6911787439.82
25,600030.SH,20130426,20130426,20130331,4,1,,,,,,,,,,,,2206018505.4,,1600000000.0,13751318234.07,1971881451.9,20433945461.86,,981264112.51,574251631.78,,,,495205369.22,,9936934342.57,25832078925.32,-5398133463.46,352394.99,581988239.67,29407.37,,,3617953911.24,40058684.75,261391581.23,,,,301450265.98,3316503645.26,,2000000000.0,86683648.26,2102853448.26,,,134730958.91,,,134730958.91,1968122489.35,-34326193.28,-147833522.13,59687284032.92,59539450510.79,16169800.0,16169800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,600030.SH,20130328,20130328,20121231,4,1,4306803017.94,232890273.97,,,,,,,,,,9118028183.77,,2800000000.0,7593057784.29,985874215.04,18955047822.04,,4548634603.93,2704524400.39,,,,1466169885.54,,12259910578.8,38057735829.49,-19102688007.45,9196813.2,433358880.26,548675674.4,,,4269956409.16,515367122.58,2992747837.1,17987726.31,,,3526102685.99,743853723.17,,13000000000.0,792515957.88,13819366733.1,,,4969593699.85,71340211.14,,4969593699.85,8849773033.25,-8344118.35,-9517405369.38,69204689402.3,59687284032.92,26850775.22,26850775.22,,30038736.55,291390806.44,39608634.02,93726716.42,,,805348.68,,-416773726.44,-2162202985.95,363026279.55,246783227.33,,-29889715591.18,7760931255.22,,-19102688007.45,,,,59687284032.92,69204689402.3,,,-9517405369.38
27,600030.SH,20121031,20121031,20120930,4,1,,,,,,,,,,,-5984668107.35,6562055689.81,,3105000000.0,-1690326477.13,443966798.12,-1267434269.15,,3790097005.48,2609030640.94,,,,1152326417.23,,5331475555.91,12092929619.56,-13360363888.71,39674407.77,4827963828.06,507097229.64,,,5374735465.47,319906099.91,4510761858.56,,4362554.06,,4835030512.53,539704952.94,,10000000000.0,416869981.24,10416869981.24,,,4820385156.55,19364544.55,22096306.64,4842481463.19,5574388518.05,133284688.48,-7112985729.24,69204689402.3,62091703673.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,600030.SH,20120831,20120831,20120630,4,1,2247359117.81,31875000.0,,,,,,,,,,4355872966.74,,2400000000.0,-1510761360.82,313614561.06,7037284232.14,,2546602525.78,2465198023.18,,,,820806515.25,,3915031696.06,14359078400.83,-7321794168.69,1952489.18,94635555.56,451209769.0,,,2480314645.74,241293800.32,589224077.75,,,,830517878.07,1649796767.67,,,54235598.86,54235598.86,,,80660611.14,16910611.14,18403232.64,99063843.78,-44828244.92,67163015.41,-5649662630.53,69204689402.3,63555026771.77,,,,-3414939.25,147340092.06,18490852.4,44714677.24,,,-165516.47,,-259336345.69,-1114436632.82,542636500.76,51717929.61,,-9272937648.42,244362744.08,,-7321794168.69,,,,63555026771.77,69204689402.3,,,-5649662630.53
29,600030.SH,20120428,20120428,20120331,4,1,,,,,,,,,,,,1977481293.68,,3900000000.0,-3562326907.51,541554844.58,6245414867.33,,997535145.77,1774645342.49,,,,406271493.75,,3011935438.72,5396625174.47,848789692.86,98424.59,27560000.0,1746951.3,,,1165302214.8,133352441.73,441763150.29,,,,575115592.02,590186622.78,,,,,,,18159682.16,18159682.16,,18159682.16,-18159682.16,-2876646.17,1417939987.31,69204689402.3,70622629389.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,600030.SH,20120330,20120330,20111231,4,1,12604488861.89,63750000.0,,,,,,,,,,11541789768.61,,100000000.0,8622797799.09,1323436570.94,-4850976149.36,,6611268223.63,4118700115.66,,,,2055932740.42,,4129996378.82,22072932851.81,-26923909001.17,8900559872.22,746182920.06,1406844856.06,,,11053587648.34,1815660212.03,2904015316.9,,,,345810938.43,10707776709.91,,,,11589980205.03,,184631341.72,5050360700.0,13760000.0,,5234992041.72,6354988163.31,-198995006.96,-10060139134.91,79264828537.21,69204689402.3,11589980205.03,84051914.9,,1513624671.79,196472517.68,32261218.63,78646979.97,,,-569845.85,,755001289.65,-14751769873.43,-50668703.39,-99363521.11,,-8780822455.02,-18484960141.98,,-26923909001.17,,,,69204689402.3,79264828537.21,,,-10060139134.91
31,600030.SH,20111029,20111029,20110930,4,1,,,,,,,,,,,-3528499439.35,8683057374.02,,-64469679.52,5424521063.74,544321110.21,-15300025434.09,,5348306834.01,3768153953.37,,,,1079923491.32,,3343350576.46,13539734855.16,-28839760289.25,1640885.44,7191074418.74,285497499.4,,,7478212803.58,832933924.24,2238200961.82,,,,3071134886.06,4407077917.52,,,230460509.13,292234294.49,,,5050360700.0,13760000.0,,5050360700.0,-4758126405.51,-93682063.16,-29284490840.4,79264828537.21,49980337696.81,61773785.36,17873627.36,,,,,,,,,,,,,,,,,,,,,,,,,,
32,600030.SH,20110820,20110820,20110630,4,1,2982863206.35,31875000.0,,,,,,,,,,5916419891.55,,1043074609.44,4089224010.09,393718226.85,-8755483475.0,,3433922086.9,3566360000.39,,,,907116171.42,,2638242687.09,12564331450.64,-21319814925.64,1297984.44,9047083408.52,236805248.58,,,9285186641.54,384115686.57,1738432032.86,,,,2122547719.43,7162638922.11,,,664984463.48,667476412.16,,,5050360700.0,13760000.0,,5050360700.0,-4382884287.84,-84107455.39,-18624167746.76,79264828537.21,60640660790.45,2491948.68,2491948.68,,-5218548.36,81584481.66,15183063.45,36128812.24,,,-580386.63,,322831821.51,-2288398197.0,301413071.22,-59487936.69,,-5349840653.3,-17388168660.09,,-21319814925.64,,,,,,,,
33,600030.SH,20110430,20110430,20110331,4,1,,,,,,,,,,,,2878705492.13,,81016988.35,4014244619.76,249485336.35,-6899405770.48,,1609095887.51,2198932360.44,,,,357420209.4,,2062884137.98,6654547056.44,-13553952826.92,973817.84,,8974933.78,,,4608277346.76,141051464.97,588662351.67,,,,729713816.64,3878563530.12,,,336057750.0,338278449.77,,,,,,,338278449.77,-22813229.69,-9359924076.72,79264828537.21,69904904460.49,2220699.77,2220699.77,,,,,,,,,,,,,,,,,,,,,,,,,,
