,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
34,000001.SZ,20101028,20100930,1.46,1.46,3.7761,3.7761,3.8961,0.3684,2.6172,78095000.0,4655845000.0,,,,,,,6.3912,0.0208,5474301000.0,,,,,,,,,,,,,10404767000.0,1.3584,9.2235,3.04,2.9856,2.7357,,,,35.9732,,,,35.9732,,41.7209,,6.108,,44.9822,,17.9951,,17.6982,,0.7497,,23.9935,,95.2384,21.0013,24.0028,,,,,,,,,20.0012,0.05,,,,,0.0165,,0.9996,0.7497,2933226000.0,45.6992,,,5.437,5.3681,0.2618,291.9083,24.7863,24.7863,3900.0,30.7758,32.4448,30.1456,28.538,4203.3506,-22.7145,39.91,14.8437,57.0335,18.4065,18.4065,28.7164,16.8536,68.3959
35,000001.SZ,20100825,20100630,0.98,0.98,2.4379,2.4379,3.8898,0.3684,2.1291,56565000.0,2976554000.0,,,,,,,4.4155,0.014,3541257000.0,,,5839663664.7291,,,,,,,,,,8703946000.0,0.8703,8.7291,-0.98,2.4975,0.459,,,,35.7001,,,,35.7001,,42.2603,,5.8134,,44.7832,,11.9201,13.8,11.6978,,0.5004,,23.8402,,95.1279,20.525,23.8198,,,,,,,,,19.5252,0.0512,,,,,-0.0051,,1.0008,0.5004,2684175000.0,45.5708,,,5.5396,5.33,0.2339,-263.9041,32.4324,32.4324,-178.9,30.2341,32.165,31.225,29.06,-178.8958,-22.4093,32.47,6.2243,48.616,13.4199,13.4199,18.2726,-9.2962,69.1246
36,000001.SZ,20100429,20100331,0.51,0.51,1.3152,1.3152,2.2796,0.4135,1.9208,1519000.0,1576599000.0,,,,,,,2.2482,0.0068,1867589000.0,,,,,,,,,,,,,7248944000.0,0.5082,7.1197,2.77,2.3343,0.4794,,,,38.6391,,,,38.6391,,41.2532,,2.9252,,48.8499,,7.4126,,7.4054,,0.2613,,29.6504,,96.4335,28.0387,28.3644,,,,,,,,,27.0386,0.037,,,,,0.0144,,1.0452,0.2613,2455579000.0,48.8956,,,7.4126,7.4054,0.2613,210.8008,41.6667,41.6667,218.12,31.812,31.6325,40.6426,40.7451,218.1227,8.5973,8.01,5.4638,8.0129,8.6063,8.6063,8.6063,22.2011,29.5083
37,000001.SZ,20100312,20091231,1.62,1.62,4.8671,4.8671,2.2596,0.4135,1.4126,91158000.0,4939571000.0,,,,,,,8.9187,0.0285,5338550000.0,,,-28857719062.0208,,,,,,,,,,5670827000.0,1.62,6.5915,10.37,1.8261,5.6607,,,,33.2843,,,,33.2843,,41.7554,,10.4211,,40.75,,27.2887,26.59,26.7942,,0.9472,,27.2887,,96.5177,28.7167,28.8104,,,,,,,,,27.7163,0.0361,,,,,0.0567,,0.9472,0.9472,2238307000.0,40.9578,,,7.0444,6.6607,0.244,811.1873,710.0,710.0,32.25,666.6079,681.0329,719.2903,691.67,32.2521,556.4369,24.81,23.8957,24.8087,4.1433,4.1433,6.0655,1.7296,24.8087
38,000001.SZ,20091029,20090930,1.17,1.17,3.5789,3.5789,2.2635,0.2515,1.4779,15264000.0,3622155000.0,,,,,,,6.4169,0.0216,3846810000.0,,,,,,,,,,,,,5370496000.0,1.1713,6.1468,-0.08,1.7294,2.1808,,,,32.7284,,,,32.7284,,39.985,,12.3761,,40.7276,,20.4987,19.96,20.4127,,0.7072,,27.3316,,96.5561,29.0368,28.9864,,,,,,,,,28.0367,0.0357,,,,,-0.0005,,0.9429,0.7072,2243111000.0,40.8553,,,7.1531,7.0978,0.2421,-113.2372,7.3394,8.3333,-100.48,3.7176,5.2373,9.6601,7.8789,-100.652,5.5596,16.39,16.825,16.3873,3.4683,3.4683,-0.0841,13.9943,3.8845
39,000001.SZ,20090821,20090630,0.74,0.74,2.4122,2.4122,2.336,0.2515,1.0509,5014000.0,2306374000.0,,,,,,,4.4911,0.0148,2332762000.0,,,-2065496488.0806,,,,,,,,,,4044466000.0,0.7443,5.7922,1.24,1.3024,2.145,,,,30.8562,,,,30.8562,,39.2871,,14.7384,,39.0013,,13.4429,13.17,13.4138,,0.4551,,26.8858,,96.6765,30.0888,29.5353,,,,,,,,,29.0892,0.0344,,,,,0.0073,,0.9102,0.4551,2075662000.0,39.1074,,,6.7845,6.7667,0.2237,30.5202,4.2254,5.7143,-68.12,2.8347,3.6739,7.8156,7.05,-58.5993,1.5574,9.67,14.0767,9.6739,5.2788,5.2788,4.7239,-6.9858,6.1623
40,000001.SZ,20090424,20090331,0.36,0.36,1.211,1.211,2.4242,0.2515,0.6679,1897000.0,1120180000.0,,,,,,,2.254,0.0075,1276874000.0,,,,,,,,,,,,,2855154000.0,0.3613,5.4975,0.87,0.9194,-0.0199,,,,29.8377,,,,29.8377,,38.9747,,13.8783,,40.2498,,6.7044,6.0175,6.6931,,0.2252,,26.8176,,96.7287,30.5689,29.7649,,,,,,,,,29.5691,0.0338,,,,,0.0054,,0.9008,0.2252,2059755000.0,40.3425,,,6.7044,6.6931,0.2252,71.9669,5.8824,9.0909,-47.9,9.9744,10.0076,11.7404,11.8029,-29.2649,-8.0964,4.09,9.999,4.0933,5.835,5.835,5.835,142.5085,21.5844
41,000001.SZ,20090320,20081231,0.2,0.2,4.6735,4.6735,2.5694,0.2515,0.3066,-9906000.0,623941000.0,,,,,,,8.9887,0.0351,-146473000.0,,,-24806611958.9482,,,,,,,,,,1733078000.0,0.1977,5.2813,7.84,0.5581,2.1153,,,,4.2309,,,,4.2309,,35.9941,,50.5347,,5.5359,,4.1761,4.32,4.2435,,0.1485,,4.1761,,96.5431,28.9277,28.122,,,,,,,,,27.9279,0.0358,,,,,0.0531,,0.1485,0.1485,2086614000.0,5.4613,,,-15.5452,-15.7218,-0.5902,-403.081,-79.3814,-78.9474,5.38,-78.4138,-78.9858,-76.828,-75.78,42.7587,-81.6243,-6.88,34.5779,26.1011,34.2875,34.2875,24.0569,-333.7683,26.1011
42,000001.SZ,20081024,20080930,1.42,1.41,4.4966,4.4966,3.0015,0.3909,1.908,-40619000.0,3357613000.0,,,,,,,7.0074,0.0271,3863680000.0,,,,,,,,,,,,,5491667000.0,1.3886,7.692,16.55,2.2989,7.3946,,,,30.8804,,,,30.8804,,34.8203,,16.5507,,40.6297,,21.1403,22.61,21.3992,,0.8355,,28.1871,,95.8377,24.0252,25.302,,,,,,,,,23.0252,0.0434,,,,,0.0935,,1.114,0.8355,1947753000.0,40.1686,,,6.6434,6.8023,0.2656,834.457,57.7778,60.2273,67.85,57.1878,55.0372,77.0369,79.8348,92.1163,-19.4185,35.63,25.2213,41.2777,38.292,38.292,26.0622,3.9984,119.6992
43,000001.SZ,20080821,20080630,0.93,0.92,2.9786,2.9786,2.8934,0.3909,1.4169,-12569000.0,2156403000.0,,,,,,,4.6691,0.0179,2523450000.0,,,-8484242588.3621,,,,,,,,,,4318508000.0,0.8975,7.0928,3.89,1.8078,1.179,,,,30.1301,,,,30.1301,,35.0275,,17.0591,,39.9282,,14.3164,15.23,14.4003,,0.5398,,28.6328,,96.1651,26.0763,26.5235,,,,,,,,,25.0766,0.0399,,,,,0.0219,,1.0796,0.5398,1932314000.0,39.7128,,,7.3562,7.4519,0.2677,153.3102,72.2222,70.3704,-38.3518,68.9284,67.2068,90.7354,93.0434,-29.4877,-13.3361,25.0692,25.326,30.2723,45.4849,45.4849,40.3432,6.4151,120.0863
44,000001.SZ,20080424,20080331,0.44,0.43,1.5493,1.5493,2.2869,0.3137,1.3377,2258000.0,1001924000.0,,,,,,,2.3189,0.0093,1189237000.0,,,,,,,,,,,,,3787479000.0,0.4379,6.1225,1.67,1.6515,1.8484,,,,28.2608,,,,28.2608,,36.896,,16.4152,,38.7348,,7.4253,6.6875,7.4086,,0.2636,,29.7012,,96.5709,29.1622,28.1732,,,,,,,,,28.1619,0.0355,,,,,0.0097,,1.0544,0.2636,1955829000.0,38.8123,,,7.4253,7.4086,0.2636,107.678,69.0,65.0,-13.0,68.1444,67.9231,88.0,88.2029,3.0,-0.38,8.0,16.0,8.0,51.0318,51.0318,51.0318,45.5663,97.5964
45,000001.SZ,20080320,20071231,1.27,1.22,4.7124,4.7124,2.2733,0.3137,0.8999,42358000.0,2607545000.0,,,,,,,6.091,0.0353,3205971000.0,,,-16341037175.7631,,,,,,,,,,2783298000.0,1.1554,5.6711,7.44,1.2136,3.6723,,,,24.5191,,,,24.5191,,38.9312,,19.0031,,34.4385,,27.2057,33.41,26.7708,,0.8644,,27.2057,,96.3107,27.1054,31.4733,,,,,,,,,26.1058,0.0383,,,,,0.0502,,0.8644,0.8644,1995376000.0,34.8996,,,7.2653,6.9303,0.224,-116.1942,87.0,79.0,20.0,82.3553,78.0,88.0,94.0,41.0,-1.03,67.0,35.0,97.0,38.241,38.241,36.1411,-13.6241,97.15
46,000001.SZ,20071023,20070930,0.9,0.88,3.7221,3.7221,0.7447,0.2717,0.7553,6563000.0,1867054000.0,,,,,,,4.4373,0.0258,2372913000.0,,,,,,,,,,,,,2143011000.0,0.8979,4.0079,9.86,1.027,5.3156,,,,24.1222,,,,24.1222,,37.8197,,18.9988,,35.7456,,25.2543,,25.1658,,0.6234,,33.6724,,97.5439,40.715,40.511,,,,,,,,,39.7156,0.0252,,,,,0.062,,0.8312,0.6234,1986369000.0,35.8301,,,9.3342,9.3388,0.229,257.7293,91.4894,87.234,207.17,87.4541,80.2224,92.6919,127.1149,229.16,52.3333,18.29,30.59,26.78,39.0806,39.0806,34.9511,26.7316,38.1502
47,000001.SZ,20070816,20070630,0.54,0.54,2.3437,2.3437,0.7852,0.2717,0.3961,6927000.0,1117056000.0,,,,,,,2.7795,0.017,1503000000.0,,,,,,,,,,,,,1393403000.0,0.5386,3.6892,6.31,0.6677,5.0724,,,,22.982,,,,22.982,,37.9952,,20.3955,,34.3871,,15.861,16.0,15.7632,,0.3912,,31.722,,97.5487,40.7947,40.5443,,,,,,,,,39.7946,0.0251,,,,,0.043,,0.7824,0.3912,1985820000.0,34.5537,,,7.9556,7.8988,0.1957,372.3075,117.05,117.05,870.77,116.13,105.24,117.05,133.03,941.62,10.68,8.85,20.44,16.7,41.6296,41.6296,36.7473,5.5913,37.6685
48,000001.SZ,20070426,20070331,0.27,0.27,1.2088,1.2088,0.8338,0.2336,0.7213,2719828.0,532363830.0,,,,,,,1.28,0.0086,710855828.0,,,,,,,,,,,,,1858080277.0,0.275,3.652,1.91,0.9549,0.0241,,,,22.7489,,,,22.7489,,37.7513,,20.3661,,34.7778,,7.8801,,7.8401,,0.1952,,31.5204,,97.5297,40.4809,40.3691,,,,,,,,,39.4806,0.0253,,,,,0.0133,,0.7808,0.1952,2121680449.0,34.9161,,,7.8801,7.8401,0.1952,158.1275,129.47,129.47,-72.78,147.2627,128.2968,129.47,140.6073,-72.78,3.1,7.72,10.32,7.72,47.3057,47.3057,47.3057,55.8099,34.9908
49,000001.SZ,20070322,20061231,0.68,0.68,3.6669,3.6669,0.8472,0.2336,0.3833,75950146.0,1226956392.0,,,,,,,3.2344,0.0296,1664888625.0,,,,,,,,,,,,,1200420138.0,0.6696,3.3274,3.8084,0.6169,-0.7402,,,,18.2602,,,,18.2602,,45.5596,,19.9825,,26.7009,,22.6025,22.83,21.2849,,0.5396,,22.6025,,97.5153,40.2463,41.8862,,,,,,,,,39.2468,0.0255,,,,,0.0292,,0.5396,0.5396,1994379072.0,27.9532,,,6.5868,6.4634,0.1628,56.2069,318.75,318.75,272.9126,200.4834,233.5897,318.9307,266.5816,272.9142,227.0461,28.0952,17.2053,28.0953,30.9082,30.9082,45.7794,-21.6866,28.0953
50,000001.SZ,20061026,20060930,0.47,0.47,2.6092,2.6092,0.865,0.1659,0.8556,68221115.0,822074485.0,,,,,,,2.3065,0.0217,1179048894.0,,,,,,,,,,,,,1987809200.0,0.4575,3.1113,3.2138,1.0216,-1.097,,,,17.5359,,,,17.5359,,45.4277,,19.5616,,27.1845,,16.0293,21.4,14.801,,0.38,,21.3724,,97.5413,40.6719,42.1804,,,,,,,,,39.6726,0.0252,,,,,0.026,,0.5067,0.38,1997000656.0,28.5283,,,7.3274,6.9571,0.1745,179.8224,,,257.7867,158.6666,177.3756,196.8541,175.2699,257.7883,101.2705,19.7759,10.7526,19.7757,25.7094,25.7094,40.1603,76.9175,20.7178
51,000001.SZ,20060818,20060630,0.24,0.25,1.6025,1.6025,0.8467,0.1659,0.6364,46659742.0,416960920.0,,,,,,,1.3814,0.0134,611663345.0,,,,,,,,,,,,,1561134262.0,0.2383,2.8739,1.4036,0.8023,-2.5966,,,,14.8682,,,,14.8682,,47.623,,21.7274,,22.7619,,8.7094,8.77,7.8329,,0.1993,,17.4188,,97.6971,43.4235,43.6905,,,,,,,,,42.4231,0.0236,,,,,0.0115,,0.3986,0.1993,2103193571.0,24.3793,,,4.2453,3.6054,0.0955,-718.5474,200.0,,300.6576,114.9458,145.9742,176.1603,331.6729,300.6696,156.9741,10.6367,9.2204,10.6368,18.0628,18.0628,124.8866,14.5398,14.3064
52,000001.SZ,20070426,20060331,0.12,0.12,0.8206,0.8206,0.8077,0.1659,0.5069,-726211.0,221258411.0,,,,,,,0.6673,0.0069,289982288.0,,,,,,,,,,,,,1309321017.0,0.1198,2.7054,7.0219,0.6729,0.4197,,,,14.6035,,,,14.6035,,41.9723,,29.8585,,20.7187,,4.5197,,4.2886,,0.101,,18.0788,,97.8026,45.5083,44.7623,,,,,,,,,44.5075,0.0225,,,,,0.0583,,0.404,0.101,2374813333.0,22.5292,,,4.5197,4.2886,0.101,855.6874,,,814.9883,-66.8307,37.9159,55.6032,44.312,814.9598,39.0691,4.15,7.7512,4.1493,-18.7231,-18.7231,-18.7231,-55.4966,8.7903
53,000001.SZ,20070322,20051231,0.18,0.16,2.8012,2.8012,0.8091,0.1666,0.3974,-23694440.0,334702080.0,,,,,,,1.9256,0.0256,389185457.0,,,,,,,,,,,,,1097513600.0,0.1598,2.5976,-2.2025,0.564,1.9626,,,,5.706,,,,5.706,,47.6431,,33.0752,,11.6325,,6.3868,7.16,6.8734,,0.1458,,6.3868,,97.7266,43.987,43.8041,,,,,,,,,42.9863,0.0233,,,,,-0.0197,,0.1458,0.1458,2417722573.0,10.9695,,,-0.2919,0.7162,-0.0066,-14.8826,20.0,,-160.8274,25.3895,19.9804,5.5803,20.7241,-160.8262,-1.1061,7.7842,8.7467,6.7612,3.1928,3.1928,369.4973,-4.3408,6.7612
54,000001.SZ,20051029,20050930,,,3.2632,3.2632,0.8077,0.1345,0.5145,67780013.0,298643113.0,,,,,,,2.0096,0.0299,-1794303951.0,,,,,,,,,,,,,1262867958.0,0.19,2.58,-2.0368,0.649,0.8698,,,,5.7707,,,,5.7707,,,,,,46.8624,,7.5554,,6.1578,,0.1725,,10.0739,,97.7258,43.9715,43.7957,,,,,,,,,42.9716,0.0233,,,,,-0.0184,,0.23,0.1725,3094685675.0,9.6093,,,3.2085,4.0789,0.0737,-120.9995,,,4.0738,20.1308,24.1145,8.2961,-26.1493,4.0742,-21.5176,7.0539,7.8619,5.928,4.3394,4.3394,7.3694,-20.6764,14.7033
55,000001.SZ,20050819,20050630,0.08,,2.158,2.158,0.8077,0.135,0.4328,61242938.0,96591862.0,,,,,,,1.3166,0.0202,-1147478648.0,,,,,,,,,,,,,1104826558.0,0.08,2.51,-0.6995,0.5678,2.0369,,,,3.7588,,,,3.7588,,,,,,47.2172,,3.2962,3.28,2.0172,,0.0761,,6.5924,,97.676,43.0293,43.3121,,,,,,,,,42.0293,0.0238,,,,,-0.0066,,0.1522,0.0761,3147396543.0,8.8143,,,0.0762,-1.1659,0.0018,24.7431,-46.6667,,52.8925,13.6179,7.2673,-27.2771,-62.2579,52.8947,-52.001,4.1494,2.9656,3.3338,2.8529,2.8529,2.2834,-2.3268,15.0876
56,000001.SZ,20050426,20050331,,,1.0155,1.0155,0.8077,0.135,0.4054,806889.0,153319522.0,,,,,,,0.6137,0.0097,311932395.0,,,,,,,,,,,,,1051466178.0,0.08,2.49,-0.9821,0.5404,0.0282,,,,7.7996,,,,7.7996,,,,,,50.758,,3.2368,,3.2198,,0.076,,12.9472,,97.5951,41.5818,42.5781,,,,,,,,,40.5815,0.0246,,,,,-0.0097,,0.304,0.076,3211398005.0,13.4524,,,3.2368,3.2198,0.076,-96.7103,,,-161.5891,16.6038,23.6068,-2.1681,-28.6195,-161.5901,-37.9099,3.3195,-1.5842,2.2067,3.5012,3.5012,3.5012,150.6966,15.7963
